,ID,Brand,Category,Product Name ,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,tokenized_review,Polarity,Score
3959,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,it is really nice to use,lume (ml):400,5,19-Feb-20,no,"['nice', 'use']",1,1
3960,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,it is really recommendable for others to try out,lume (ml):400,5,19-Feb-20,no,"['recommendable', 'other', 'try']",0,0
3961,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,the packaging is nice,lume (ml):400,5,19-Feb-20,no,"['package', 'nice']",1,1
3962,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,the way it completely removes your make up is so legit,lume (ml):400,5,19-Feb-20,no,"['way', 'remove', 'make', 'legit']",0,0
3963,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,and it is legit amazing,lume (ml):400,5,19-Feb-20,no,[],0,0
3964,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,i would really love,lume (ml):400,5,19-Feb-20,no,"['would', 'love']",1,1
3965,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,to buy this product again,lume (ml):400,5,19-Feb-20,no,"['buy', 'product']",0,0
3966,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,and i would recommend it to my friends so that they can witness how beautiful and amazing this product is,lume (ml):400,5,19-Feb-20,no,"['would', 'recommend', 'friend', 'witness', 'beautiful', 'amazing', 'product']",1,3
3967,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,i just really love how it feels on my skin and face,lume (ml):400,5,19-Feb-20,no,"['love', 'feel', 'skin', 'face']",1,1
3968,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,i just really love everything about it,lume (ml):400,5,19-Feb-20,no,['love'],1,1
3969,1713,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cynnyrs from www.tryandreview.com,removing makeup has never been this effortless before,lume (ml):400,5,19-Feb-20,no,"['remove', 'makeup', 'effortless']",1,1
3970,1713,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cynnyrs from www.tryandreview.com,it does not leave an oily feeling behind like other brands of remover,lume (ml):400,5,19-Feb-20,no,"['leave', 'feel', 'brand']",0,0
3971,1713,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cynnyrs from www.tryandreview.com,i will definitely use it again and the best part is its suitable for sensitive skin,lume (ml):400,5,19-Feb-20,no,"['use', 'good', 'part', 'suitable', 'sensitive', 'skin']",1,3
3972,1713,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cynnyrs from www.tryandreview.com,it does not sting my face like some products would,lume (ml):400,5,19-Feb-20,no,"['ste', 'face', 'product', 'would']",0,0
3973,1714,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cynnyrs from www.tryandreview.com,removing makeup has never been this effortless before,lume (ml):400,5,19-Feb-20,no,"['remove', 'makeup', 'effortless']",1,1
3974,1714,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cynnyrs from www.tryandreview.com,it does not leave an oily feeling behind like other brands of remover,lume (ml):400,5,19-Feb-20,no,"['leave', 'feel', 'brand']",0,0
3975,1714,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cynnyrs from www.tryandreview.com,i will definitely use it again and the best part is its suitable for sensitive skin,lume (ml):400,5,19-Feb-20,no,"['use', 'good', 'part', 'suitable', 'sensitive', 'skin']",1,3
3976,1714,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cynnyrs from www.tryandreview.com,it does not sting my face like some products would,lume (ml):400,5,19-Feb-20,no,"['ste', 'face', 'product', 'would']",0,0
3977,1715,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cherilynngtj from www.tryandreview.com,received this product and enjoyed using it,lume (ml):400,5,19-Feb-20,no,"['receive', 'product', 'enjoy', 'use']",1,1
3978,1715,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cherilynngtj from www.tryandreview.com,it was light on my skin and did not dry out my skin when i applied it,lume (ml):400,5,19-Feb-20,no,"['light', 'skin', 'dry', 'skin', 'apply']",0,0
3979,1715,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Cherilynngtj from www.tryandreview.com,definitely would recommend it to my friends and family who are looking for a good make up remover,lume (ml):400,5,19-Feb-20,no,"['would', 'recommend', 'friend', 'family', 'look', 'good', 'make', 'remover']",1,2
3980,1716,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Jaslinegal from www.tryandreview.com,first time using garnier s micellar water it can cleanse my light makeup well with 1 cotton pad and it is very convenient to use,lume (ml):400,5,19-Feb-20,no,"['first', 'time', 'use', 'garni', 'micellar', 'water', 'cleanse', 'light', 'makeup', 'cotton', 'pad', 'convenient', 'use']",1,1
3981,1716,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Jaslinegal from www.tryandreview.com,it can even remove my waterproof eyeliner well,lume (ml):400,5,19-Feb-20,no,"['remove', 'waterproof', 'eyeliner']",0,0
3982,1716,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Jaslinegal from www.tryandreview.com,for mascara i will still prefer the oil type of remover,lume (ml):400,5,19-Feb-20,no,"['prefer', 'oil', 'type', 'remover']",1,1
3983,1717,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Josyese from www.tryandreview.com,in one wipe it removes most eye make up efficiently,lume (ml):400,5,19-Feb-20,no,"['wipe', 'remove', 'eye', 'make']",0,0
3984,1717,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Josyese from www.tryandreview.com,highly recommended for removal of light make up,lume (ml):400,5,19-Feb-20,no,"['recommend', 'removal', 'light', 'make']",1,1
3985,1717,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Josyese from www.tryandreview.com,for heavy make up just wipe off a few more times and repeat as per desired,lume (ml):400,5,19-Feb-20,no,"['heavy', 'make', 'wipe', 'time', 'repeat', 'desire']",0,0
3986,1717,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Josyese from www.tryandreview.com,product has a light pleasant scent and is gentle not irritable to sensitive skin like mine,lume (ml):400,5,19-Feb-20,no,"['product', 'light', 'pleasant', 'scent', 'gentle', 'irritable', 'sensitive', 'skin']",1,2
3987,1717,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Josyese from www.tryandreview.com,very convenient and easy to use,lume (ml):400,5,19-Feb-20,no,"['convenient', 'easy', 'use']",1,2
3988,1717,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Josyese from www.tryandreview.com,works like what it said,lume (ml):400,5,19-Feb-20,no,"['work', 'say']",1,1
3989,1718,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Icreamm from www.tryandreview.com,it is a gentle cleanser that can remove make up in just 1 swipe,lume (ml):400,5,19-Feb-20,no,"['gentle', 'cleanser', 'remove', 'make', 'swipe']",0,0
3990,1718,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Icreamm from www.tryandreview.com,it makes my skin smooth afterwards,lume (ml):400,5,19-Feb-20,no,"['make', 'skin', 'smooth']",1,1
3991,1718,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Icreamm from www.tryandreview.com,i will definitely buy this again,lume (ml):400,5,19-Feb-20,no,['buy'],0,0
3992,1718,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Icreamm from www.tryandreview.com,it is a amazing product,lume (ml):400,5,19-Feb-20,no,"['amazing', 'product']",1,1
3993,1719,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , missyanagail from www.tryandreview.com,love how it does not irritate my eyes when i remove my eye make up and also the fragrance free as some people may be allergic to certain scent,lume (ml):400,5,19-Feb-20,no,"['love', 'irritate', 'eye', 'remove', 'eye', 'make', 'fragrance', 'free', 'people', 'may', 'allergic', 'certain', 'scent']",0,0
3994,1719,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , missyanagail from www.tryandreview.com,suitable for my super sensitive skin too as i tend to react almost immediately to a wrong product,lume (ml):400,5,19-Feb-20,no,"['suitable', 'super', 'sensitive', 'skin', 'tend', 'react', 'wrong', 'product']",1,2
3995,1720,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Helenyip from www.tryandreview.com,first try out this lanier micellar water it is so gentle to skin no sting sensation on skin someone it can remove waterproof makeup very clean with just 1 cotton pad,lume (ml):400,5,19-Feb-20,no,"['try', 'lani', 'micellar', 'water', 'gentle', 'skin', 'ste', 'sensation', 'skin', 'remove', 'waterproof', 'makeup', 'clean', 'cotton', 'pad']",1,3
3996,1720,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Helenyip from www.tryandreview.com,it is so amazing,lume (ml):400,5,19-Feb-20,no,['amazing'],1,1
3997,1721,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , ruggerina from www.tryandreview.com,this brand of micelles water is a great starter brand and item to trying out or implementing it into your skincare for the first time,lume (ml):400,5,19-Feb-20,no,"['brand', 'micelle', 'water', 'great', 'starter', 'brand', 'item', 'try', 'implement', 'skincare', 'first', 'time']",1,1
3998,1721,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , ruggerina from www.tryandreview.com,price wise it is definitely affordable,lume (ml):400,5,19-Feb-20,no,"['price', 'wise', 'affordable']",1,2
3999,1721,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , ruggerina from www.tryandreview.com,definitely soft on the skin,lume (ml):400,5,19-Feb-20,no,"['soft', 'skin']",1,1
4000,1721,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , ruggerina from www.tryandreview.com,however would require you to a few more applications than the other name brand micellar water which is twice as more expensive to remove all traceable of makeup,lume (ml):400,5,19-Feb-20,no,"['would', 'require', 'application', 'name', 'brand', 'micellar', 'water', 'expensive', 'remove', 'traceable', 'makeup']",-1,-1
4001,1721,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , ruggerina from www.tryandreview.com,despite that i think due to that it is is definitely safe for sensitive skin,lume (ml):400,5,19-Feb-20,no,"['think', 'due', 'safe', 'sensitive', 'skin']",1,2
4002,1721,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , ruggerina from www.tryandreview.com,fragrance free you would probably think it is just normal water but do not worry,lume (ml):400,5,19-Feb-20,no,"['free', 'would', 'think', 'normal', 'water', 'worry']",0,0
4003,1721,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , ruggerina from www.tryandreview.com,you have not been duped,lume (ml):400,5,19-Feb-20,no,[],0,0
4004,1722,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Sitiaisha from www.tryandreview.com,i love how the product removes my makeup completely and keeps my face clean,lume (ml):400,5,19-Feb-20,no,"['love', 'product', 'remove', 'makeup', 'keep', 'face', 'clean']",1,2
4005,1722,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Sitiaisha from www.tryandreview.com,you do not have to rinse your face after using the makeup remover,lume (ml):400,5,19-Feb-20,no,"['rinse', 'face', 'use', 'makeup', 'remover']",0,0
4006,1722,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Sitiaisha from www.tryandreview.com,i only used 2 facial cottons to remove my makeup,lume (ml):400,5,19-Feb-20,no,"['use', 'facial', 'cotton', 'remove', 'makeup']",0,0
4007,1722,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Sitiaisha from www.tryandreview.com,it is that great,lume (ml):400,5,19-Feb-20,no,['great'],1,1
4008,1722,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Sitiaisha from www.tryandreview.com,just ensure not to pour too much of the solution onto your fails cotton as it will start to create foam when you are swiping the cotton over your face,lume (ml):400,5,19-Feb-20,no,"['ensure', 'pour', 'much', 'solution', 'fail', 'cotton', 'start', 'create', 'foam', 'swipe', 'cotton', 'face']",-1,-2
4009,1722,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Sitiaisha from www.tryandreview.com,overall it is a great product,lume (ml):400,5,19-Feb-20,no,"['overall', 'great', 'product']",1,1
4010,1722,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Sitiaisha from www.tryandreview.com,I am loving it,lume (ml):400,5,19-Feb-20,no,['love'],1,1
4011,1723,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Anabelle from www.tryandreview.com,the garnier micellar water is god sent,lume (ml):400,5,19-Feb-20,no,"['garni', 'micellar', 'water', 'send']",0,0
4012,1723,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Anabelle from www.tryandreview.com,with just one wipe i can clean away my eyeliner,lume (ml):400,5,19-Feb-20,no,"['wipe', 'clean', 'eyeliner']",1,1
4013,1723,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Anabelle from www.tryandreview.com,it helps a lot when i have eyelash extensions,lume (ml):400,5,19-Feb-20,no,"['help', 'lot', 'eyelash', 'extension']",0,0
4014,1723,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Anabelle from www.tryandreview.com,the product is also very gentle on the skin,lume (ml):400,5,19-Feb-20,no,"['product', 'gentle', 'skin']",1,1
4015,1723,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Anabelle from www.tryandreview.com,i have very sensitive skin around my lips but the product did not cause any reaction when i use it to wipe away my lipstick,lume (ml):400,5,19-Feb-20,no,"['sensitive', 'skin', 'lip', 'product', 'cause', 'reaction', 'use', 'wipe']",1,1
4016,1723,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Anabelle from www.tryandreview.com,amazing,lume (ml):400,5,19-Feb-20,no,['amazing'],1,1
4017,1724,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , leaaanne from www.tryandreview.com,the garnier micellar water is a gentle cleanser that removes make up in one swipe,lume (ml):400,5,19-Feb-20,no,"['garni', 'micellar', 'water', 'gentle', 'cleanser', 'remove', 'make', 'swipe']",0,0
4018,1724,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , leaaanne from www.tryandreview.com,it is not drying to the skin and is good for sensitive skin,lume (ml):400,5,19-Feb-20,no,"['dry', 'skin', 'good', 'sensitive', 'skin']",1,2
4019,1725,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Jniexx from www.tryandreview.com,i love how it remove my eye makeup by just one swipe and is so convenient to remove any other make up,lume (ml):400,5,19-Feb-20,no,"['love', 'remove', 'eye', 'makeup', 'swipe', 'convenient', 'remove', 'make']",1,1
